DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime
Gaussian,2,001,1,25.327963996204822,30.9062567058273,0.7437408021658152,0.006824016571044922
Gaussian,2,002,1,40.61144755598264,41.986493694533706,0.969719184403566,0.0052869319915771484
Gaussian,2,003,1,23.348561985930054,31.4098667382059,0.8137661736914304,0.0039010047912597656
Gaussian,2,004,1,32.495694115135855,33.6860457289069,0.8822167170428324,0.0035490989685058594
Gaussian,2,005,1,24.20335693162737,34.46245488807456,0.8366532947864834,0.003576040267944336
Gaussian,2,006,1,23.567522158600354,29.878422767029377,0.7123827305026466,0.0036962032318115234
Gaussian,2,007,1,28.77425668820404,35.976610262582575,0.9088827973011503,0.003535032272338867
Gaussian,2,008,1,25.59934451245253,36.58950933873016,0.8992910741013826,0.004144191741943359
Gaussian,2,009,1,24.40815405173978,32.995979230504446,0.8697245412540231,0.0036280155181884766
Gaussian,2,010,1,25.345369271386403,34.02710028319191,0.8750484356587784,0.0035178661346435547
Gaussian,2,011,1,32.64880235619004,35.727937612202865,0.9133291678029127,0.0035860538482666016
Gaussian,2,012,1,28.827367706339583,36.878043540003276,0.9147150703648532,0.0035729408264160156
Gaussian,2,013,1,26.47823154641832,35.66351020713355,0.8834257820025612,0.0036880970001220703
Gaussian,2,014,1,29.089561416273767,35.42611142445703,0.8929002363579897,0.0038950443267822266
Gaussian,2,015,1,29.496180265223973,35.51921585547767,0.8917012812345545,0.0035169124603271484
Gaussian,2,016,1,32.140476701937985,32.317678739698735,0.8438417200966892,0.003770112991333008
Gaussian,2,017,1,22.896762144130975,31.410144918507086,0.7410689919209801,0.0035278797149658203
Gaussian,2,018,1,18.334718391345653,32.39144461871908,0.6926104999767354,0.003777027130126953
Gaussian,2,019,1,19.313863189323,33.03453435950044,0.7231588751245435,0.003744840621948242
Gaussian,2,020,1,21.276464099345333,31.682330770414247,0.7617735908432175,0.0039310455322265625
Gaussian,2,021,1,23.069802964644452,30.027572394961275,0.7097909139796997,0.004225730895996094
Gaussian,2,022,1,29.245879408037453,30.318992272906197,0.7684000947786929,0.004052877426147461
Gaussian,2,023,1,28.067657940040704,28.868919693825227,0.7256509345532901,0.004256010055541992
Gaussian,2,024,1,20.747297168215372,35.32748502151498,0.7567996524371295,0.004297018051147461
Gaussian,2,025,1,16.7696058149528,34.186160567486944,0.5779074505896203,0.004209041595458984
Gaussian,2,026,1,21.967635041251356,34.7157698549048,0.7845291714436613,0.004132747650146484
Gaussian,2,027,1,27.587839432290053,33.6864151818525,0.8341242474250622,0.004369974136352539
Gaussian,2,028,1,24.438031156988057,32.38388456618141,0.800459528137604,0.0040493011474609375
Gaussian,2,029,1,21.27220941290259,36.5437602063469,0.8090254361321372,0.003982067108154297
Gaussian,2,030,1,25.72464306650199,32.64270039905122,0.8256778587902881,0.0038919448852539062
Gaussian,2,031,1,25.895960634456593,30.037687880127137,0.7486498875895895,0.0039980411529541016
Gaussian,2,032,1,21.709590796128424,31.458788595380717,0.7727401202667918,0.004210233688354492
Gaussian,2,033,1,28.897295090735113,35.780823818014674,0.8753007367555262,0.0038299560546875
Gaussian,2,034,1,26.924884991382637,35.426484055634646,0.8686844944013724,0.003803253173828125
Gaussian,2,035,1,29.043175808389137,36.89274583002782,0.8941824954990022,0.004021167755126953
Gaussian,2,036,1,19.209693316312382,33.66128993822951,0.7900363806180795,0.003931999206542969
Gaussian,2,037,1,19.581790078838083,33.5666856200577,0.7913005418349243,0.004090070724487305
Gaussian,2,038,1,24.40029898320597,31.338171631524638,0.8218493741641244,0.0039038658142089844
Gaussian,2,039,1,21.44993135518771,32.206693338753254,0.7980024651850004,0.003928184509277344
Gaussian,2,040,1,22.052811154570158,30.751579182303193,0.7857024675927324,0.0038568973541259766
Gaussian,2,041,1,23.051739159131948,33.431799702565215,0.8239721215824761,0.004001140594482422
Gaussian,2,042,1,19.504401214758794,31.57922028770614,0.7795288684825501,0.0038042068481445312
Gaussian,2,043,1,28.538641240381118,37.908621681394834,0.8840960580122422,0.003801107406616211
Gaussian,2,044,1,25.26183952182153,31.321989196738564,0.8074944162955444,0.003957986831665039
Gaussian,2,045,1,20.225374662012285,32.89038943661978,0.7789894631190427,0.004072904586791992
Gaussian,2,046,1,18.68338465682334,37.71883770379178,0.7673125817222624,0.003947019577026367
Gaussian,2,047,1,28.028046207206256,34.28744061206942,0.8852369218029101,0.004392862319946289
Gaussian,2,048,1,32.0430411091918,32.09359194294252,0.8354943197617882,0.003914833068847656
Gaussian,2,049,1,31.610936126118354,34.14981605507329,0.8629474807217526,0.003767251968383789
Gaussian,2,050,1,26.124451418485755,31.973358118008775,0.8066349090401661,0.0034863948822021484
Gaussian,2,051,1,24.03516423870242,31.0467371664163,0.7375215961214888,0.003681182861328125
Gaussian,2,052,1,21.800939519951065,35.426697625053755,0.7471009596788557,0.0035240650177001953
Gaussian,2,053,1,23.567683063958857,32.49690528807033,0.7691130601680974,0.0036041736602783203
Gaussian,2,054,1,24.555664943476675,31.25449661168588,0.8005605515940203,0.0035390853881835938
Gaussian,2,055,1,22.139461220885067,34.13950508838383,0.744666073775253,0.0035429000854492188
Gaussian,2,056,1,18.226925568281786,33.03679906055863,0.6798351632662736,0.0034928321838378906
Gaussian,2,057,1,26.934793032707837,30.719789305463262,0.7496504287568378,0.013604164123535156
Gaussian,2,058,1,25.010824650228546,32.921832434499976,0.8154643754304567,0.003860950469970703
Gaussian,2,059,1,29.36630726193739,30.053377760183416,0.7167200751962177,0.0036818981170654297
Gaussian,2,060,1,20.40320491553707,30.361891639914628,0.6862800846374526,0.0035147666931152344
Gaussian,2,061,1,19.428813892799962,34.18010475667747,0.6993080678842224,0.0037376880645751953
Gaussian,2,062,1,30.57844666397273,30.628187685454765,0.7264629034807748,0.0035588741302490234
Gaussian,2,063,1,21.20872323983449,32.625047580750916,0.733354313433193,0.00428318977355957
Gaussian,2,064,1,21.01235561231453,31.563125942550396,0.7383648084280728,0.0041921138763427734
Gaussian,2,065,1,25.339163653998625,32.36685715853528,0.7349043148831031,0.0037870407104492188
Gaussian,2,066,1,24.250578480246396,30.56839535441748,0.6994180502537455,0.003944873809814453
Gaussian,2,067,1,17.514815071688524,35.29937764918393,0.5836338032210691,0.003729104995727539
Gaussian,2,068,1,21.421733500649907,35.41135790607485,0.7413277217123506,0.0038077831268310547
Gaussian,2,069,1,14.78035657590523,36.18200398625306,0.560989944876631,0.0035729408264160156
Gaussian,2,070,1,29.678635873183225,30.87565526786085,0.7517534907504567,0.003579854965209961
Gaussian,2,071,1,30.92327570487745,32.62610852610185,0.8425789852595504,0.003690004348754883
