DenoiserType,Channel,PSNR,SI-PSNR,SSIM,TotalRuntime
TV-ISO,0,25.172895447706416,32.149522748510975,0.6941517635715577,712.6719062328339
TV-ISO,1,23.493679202602653,29.647975605786037,0.6551972987719428,724.9387097358704
TV-ISO,2,24.557634759162646,31.663429808906535,0.6714085073433614,827.0412545204163
