DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime
TV-Chambolle,0.1,001,1,20.111582696335244,27.452634588201104,0.6879384972154255,0.02749013900756836
TV-Chambolle,0.1,002,1,39.09383166906293,41.37779090846388,0.9757032795128502,0.12444782257080078
TV-Chambolle,0.1,003,1,25.480130220831487,31.20165520580397,0.8215681689401774,0.05857086181640625
TV-Chambolle,0.1,004,1,25.630667758083966,33.28818893776552,0.8694885526841152,0.04214811325073242
TV-Chambolle,0.1,005,1,32.901981870421515,33.92385850703929,0.8818930842613624,0.03981590270996094
TV-Chambolle,0.1,006,1,19.646905816651422,27.100830805773303,0.6735116926457518,0.023530960083007812
TV-Chambolle,0.1,007,1,33.02056839869675,35.80463099510152,0.9118238054821816,0.06152987480163574
TV-Chambolle,0.1,008,1,35.5795311713391,36.19546458405042,0.9208371502937375,0.06892514228820801
TV-Chambolle,0.1,009,1,29.864087700839093,33.62480057797307,0.8772034997422161,0.02920985221862793
TV-Chambolle,0.1,010,1,33.418755555671275,34.57322672776355,0.8984938893997277,0.04247903823852539
TV-Chambolle,0.1,011,1,34.83752990134631,35.774354596482354,0.9190709805866504,0.04754304885864258
TV-Chambolle,0.1,012,1,32.05608630885827,37.083944603513,0.9265721291565416,0.048741817474365234
TV-Chambolle,0.1,013,1,30.301976815696175,35.559359149655954,0.8824944808985108,0.03520989418029785
TV-Chambolle,0.1,014,1,34.53786395003424,35.39806680538779,0.9143351307523107,0.048410892486572266
TV-Chambolle,0.1,015,1,34.924989949000064,35.297338618399905,0.9105226049842489,0.06078314781188965
TV-Chambolle,0.1,016,1,24.64817657913362,32.26667448619752,0.8381521112827967,0.05927014350891113
TV-Chambolle,0.1,017,1,22.91353084750203,30.98114915740811,0.7861641683150319,0.05448603630065918
TV-Chambolle,0.1,018,1,31.816400791705593,32.10135148781649,0.8065340806545808,0.054222822189331055
TV-Chambolle,0.1,019,1,31.963677783569864,32.479898550855715,0.8231298199128521,0.030889034271240234
TV-Chambolle,0.1,020,1,30.432381463970888,31.254254425718013,0.7925512600416318,0.05802798271179199
TV-Chambolle,0.1,021,1,22.434410590952215,29.531909599965328,0.7476155667121477,0.06489086151123047
TV-Chambolle,0.1,022,1,19.497287309766868,30.047510324769373,0.7356887016947177,0.05146527290344238
TV-Chambolle,0.1,023,1,15.345923825503613,27.994598034510823,0.6488400025492994,0.054405927658081055
TV-Chambolle,0.1,024,1,29.15979749324384,33.969163606787866,0.8060506095478721,0.03858518600463867
TV-Chambolle,0.1,025,1,27.541785677179522,33.083522519393846,0.7556639124125075,0.04775881767272949
TV-Chambolle,0.1,026,1,33.15280588968089,33.996976200117246,0.8397864071020424,0.03763914108276367
TV-Chambolle,0.1,027,1,28.55880355874448,33.28810711259328,0.8672022141794161,0.04178905487060547
TV-Chambolle,0.1,028,1,28.329178912941405,32.193476892884725,0.8380158845786078,0.0777139663696289
TV-Chambolle,0.1,029,1,25.23591515733205,36.74247199689706,0.8743321458485459,0.052403926849365234
TV-Chambolle,0.1,030,1,25.333070728105497,31.979480739482604,0.8382455716128102,0.03561592102050781
TV-Chambolle,0.1,031,1,23.838264194492638,29.470740603439808,0.7257974050651703,0.05067014694213867
TV-Chambolle,0.1,032,1,30.929312536382675,31.20534593422182,0.7829770287801772,0.05649709701538086
TV-Chambolle,0.1,033,1,33.799689337855455,34.30671276855086,0.8369260366614383,0.030562877655029297
TV-Chambolle,0.1,034,1,31.885422540447344,35.3953855379859,0.89134224690903,0.06383085250854492
TV-Chambolle,0.1,035,1,33.85029745806902,37.04049587067066,0.9187479060698179,0.05621981620788574
TV-Chambolle,0.1,036,1,28.600566730739246,33.468077153972914,0.8471712033729982,0.05954790115356445
TV-Chambolle,0.1,037,1,29.691939284165294,33.460090788454465,0.854075451456833,0.06581783294677734
TV-Chambolle,0.1,038,1,30.885549763207095,31.23645882024526,0.8363253129100153,0.05544686317443848
TV-Chambolle,0.1,039,1,30.261528653585668,32.29944192998081,0.8431291794532411,0.06187295913696289
TV-Chambolle,0.1,040,1,30.211522754050556,30.60149024404696,0.795556092108813,0.04558205604553223
TV-Chambolle,0.1,041,1,33.32087551869114,33.47821461661905,0.875836248286762,0.04498600959777832
TV-Chambolle,0.1,042,1,30.58875633045211,30.705149888804062,0.7658524983512074,0.0210568904876709
TV-Chambolle,0.1,043,1,34.338676026671045,37.953225787621285,0.9180598121625304,0.05826711654663086
TV-Chambolle,0.1,044,1,27.21051660919874,31.022893060209057,0.8135851125254,0.05973505973815918
TV-Chambolle,0.1,045,1,28.619909601956653,32.22663804580401,0.7804217841094764,0.020273208618164062
TV-Chambolle,0.1,046,1,27.475218156960032,37.247765790062445,0.9031064219705254,0.06827402114868164
TV-Chambolle,0.1,047,1,33.90198663059627,33.96436148072055,0.9009181615355298,0.0449528694152832
TV-Chambolle,0.1,048,1,19.84369426738239,32.064525395993066,0.8241110418254405,0.06391787528991699
TV-Chambolle,0.1,049,1,28.98608992392226,33.80800097177131,0.8689931720963342,0.040647029876708984
TV-Chambolle,0.1,050,1,27.303947004957347,31.501931680002976,0.8317198516104407,0.06552386283874512
TV-Chambolle,0.1,051,1,25.83055485293336,28.18414958489612,0.689271556997837,0.021050691604614258
TV-Chambolle,0.1,052,1,33.34383699304113,35.42714998656485,0.872513793960106,0.05557823181152344
TV-Chambolle,0.1,053,1,26.128024199694153,32.18618687353927,0.8315016621856638,0.04481196403503418
TV-Chambolle,0.1,054,1,30.768620000917014,30.798362890448754,0.8195587971902478,0.05057692527770996
TV-Chambolle,0.1,055,1,30.970498040393963,33.465238689198564,0.8050876737424906,0.0277559757232666
TV-Chambolle,0.1,056,1,29.59432629926448,32.98538549427823,0.8112179402261211,0.028719186782836914
TV-Chambolle,0.1,057,1,21.886079503674267,30.149524143719347,0.744724078184094,0.0533289909362793
TV-Chambolle,0.1,058,1,30.94358930345205,32.7070883292521,0.8631984847352704,0.03844499588012695
TV-Chambolle,0.1,059,1,15.751541313857365,28.620424746173406,0.6650801729222258,0.03222036361694336
TV-Chambolle,0.1,060,1,24.541023058955417,29.632511130600136,0.7576019714392545,0.05929112434387207
TV-Chambolle,0.1,061,1,34.290410365789754,34.37580472220445,0.8423245271018985,0.0638730525970459
TV-Chambolle,0.1,062,1,18.214459750454967,30.108029077855516,0.7195077989859144,0.061179161071777344
TV-Chambolle,0.1,063,1,27.942235913045174,32.31076551108178,0.8422124874905103,0.0634157657623291
TV-Chambolle,0.1,064,1,28.422109832357375,31.455282005189563,0.8157582819582907,0.062108755111694336
TV-Chambolle,0.1,065,1,24.608137652485077,31.10332146332299,0.8300520789555884,0.04104280471801758
TV-Chambolle,0.1,066,1,20.302128431791026,29.17337564436304,0.770090326169147,0.03776097297668457
TV-Chambolle,0.1,067,1,29.411018922911857,33.39445126619572,0.7671951384084084,0.029369115829467773
TV-Chambolle,0.1,068,1,34.3499196095984,35.629043273835926,0.9012745389382312,0.05746603012084961
TV-Chambolle,0.1,069,1,28.03318762301428,36.27502473514804,0.847621505788602,0.042593955993652344
TV-Chambolle,0.1,070,1,20.922465751428092,29.893806113834486,0.7253616526867406,0.04434394836425781
TV-Chambolle,0.1,071,1,24.38349894270146,31.085322272858686,0.8154598394984524,0.03144502639770508
TV-Chambolle,0.1,072,1,18.043442322048037,29.07927366352756,0.7033857501699875,0.05276894569396973
TV-Chambolle,0.1,073,1,29.989118991736987,31.44607971073269,0.8128744994968693,0.029268980026245117
TV-Chambolle,0.1,074,1,28.87896956915982,35.32644644904287,0.8126101122515136,0.030543804168701172
TV-Chambolle,0.1,075,1,32.181660115949164,32.20892486429253,0.8366583609623489,0.06839132308959961
TV-Chambolle,0.1,076,1,17.705058159617142,30.95162206888411,0.7602082849971894,0.0714261531829834
TV-Chambolle,0.1,077,1,27.87122016604277,34.85588768282408,0.7779744097253346,0.03060007095336914
